EmpId, Name Prefix, First name, Middle Initial, Last Name, Gender, email, dob, Date of joinin
EmployeeDTO{empId='961538', namePrefix='Mrs.', firstName='Norman', middleInitial='J', lastName='Siler', gender='F', email='norman.siler@verizon.net', dob='08/10/1982', dateOfJoining='4/17/2012', salary='176420'}
EmployeeDTO{empId='444753', namePrefix='Ms.', firstName='Judith', middleInitial='FALSE', lastName='Owen', gender='F', email='judith.owen@gmail.com', dob='2/14/1958', dateOfJoining='5/17/1982', salary='76503'}
EmployeeDTO{empId='341393', namePrefix='Drs.', firstName='Roslyn', middleInitial='G', lastName='Maria', gender='F', email='roslyn.maria@hotmail.com', dob='08/06/1974', dateOfJoining='3/14/2006', salary='43504'}
EmployeeDTO{empId='806216', namePrefix='Dr.', firstName='Bryon', middleInitial='O', lastName='Sprague', gender='M', email='bryon.sprague@gmail.com', dob='08/08/1983', dateOfJoining='12/17/2010', salary='41390'}
EmployeeDTO{empId='929221', namePrefix='Mr.', firstName='Forrest', middleInitial='N', lastName='Jinks', gender='M', email='forrest.jinks@yahoo.com', dob='7/25/1995', dateOfJoining='10/13/2016', salary='97887'}
EmployeeDTO{empId='315817', namePrefix='Mrs.', firstName='Marti', middleInitial='FALSE', lastName='Brewton', gender='F', email='marti.brewton@gmail.com', dob='4/16/1979', dateOfJoining='6/22/2015', salary='198686'}
EmployeeDTO{empId='129446', namePrefix='Ms.', firstName='Ninfa', middleInitial='FALSE', lastName='Elliott', gender='F', email='ninfa.elliott@aol.com', dob='06/02/1984', dateOfJoining='4/27/2011', salary='105578'}
EmployeeDTO{empId='958471', namePrefix='Mr.', firstName='Leroy', middleInitial='O', lastName='Session', gender='X', email='leroy.session@gmail.com', dob='2/27/1987', dateOfJoining='07/12/2017', salary='187918'}
EmployeeDTO{empId='652509', namePrefix='Ms.', firstName='Paulette', middleInitial='F', lastName='Atencio', gender='X', email='paulette.atencio@comcast.net', dob='5/29/1977', dateOfJoining='1/22/2014', salary='76360'}
EmployeeDTO{empId='163390', namePrefix='Mr.', firstName='Guillermo', middleInitial='M', lastName='Karr', gender='M', email='donny.mohler@aol.com', dob='12/30/1958', dateOfJoining='7/27/1997', salary='62186'}
EmployeeDTO{empId='631721', namePrefix='Dr.', firstName='Graig', middleInitial='E', lastName='Dowd', gender='M', email='graig.dowd@shell.com', dob='10/16/1986', dateOfJoining='03/07/2011', salary='113790'}
EmployeeDTO{empId='581148', namePrefix='Ms.', firstName='Oneida', middleInitial='S', lastName='Straub', gender='F', email='oneida.straub@walmart.com', dob='3/18/1970', dateOfJoining='12/01/1998', salary='131416'}
EmployeeDTO{empId='482012', namePrefix='Ms.', firstName='Jonnie', middleInitial='H', lastName='Mclellan', gender='F', email='jonnie.mclellan@hotmail.com', dob='05/02/1960', dateOfJoining='10/03/1999', salary='160710'}
EmployeeDTO{empId='955733', namePrefix='Mr.', firstName='Irwin', middleInitial='A', lastName='Grow', gender='M', email='irwin.grow@rediffmail.com', dob='11/21/1989', dateOfJoining='09/05/2014', salary='172045'}
EmployeeDTO{empId='992731', namePrefix='Hon.', firstName='Kirstin', middleInitial='S', lastName='Begley', gender='F', email='kirstin.begley@outlook.com', dob='9/27/1995', dateOfJoining='11/17/2016', salary='173538'}
EmployeeDTO{empId='947619', namePrefix='Mrs.', firstName='Penny', middleInitial='C', lastName='Drumm', gender='F', email='penny.drumm@gmail.com', dob='1/27/1959', dateOfJoining='11/01/1994', salary='162273'}
EmployeeDTO{empId='352972', namePrefix='Ms.', firstName='Melissia', middleInitial='Q', lastName='Lydon', gender='F', email='matt.bragdon@outlook.com', dob='12/07/1976', dateOfJoining='10/24/2001', salary='50988'}
EmployeeDTO{empId='232476', namePrefix='Hon.', firstName='Nancie', middleInitial='B', lastName='Broomfield', gender='F', email='nancie.broomfield@hotmail.com', dob='9/17/1978', dateOfJoining='4/19/2004', salary='189661'}
EmployeeDTO{empId='195200', namePrefix='Prof.', firstName='Elvis', middleInitial='Q', lastName='Seitz', gender='M', email='elvis.seitz@msn.com', dob='05/05/1994', dateOfJoining='06/06/2017', salary='147053'}
EmployeeDTO{empId='963461', namePrefix='Mr.', firstName='Taylor', middleInitial='I', lastName='Mcgraw', gender='X', email='taylor.mcgraw@sbcglobal.net', dob='02/06/1979', dateOfJoining='03/05/2000', salary='104382'}
EmployeeDTO{empId='637227', namePrefix='Ms.', firstName='Georgiann', middleInitial='P', lastName='Leyba', gender='F', email='georgiann.leyba@charter.net', dob='9/16/1966', dateOfJoining='2/26/2012', salary='126080'}
EmployeeDTO{empId='503785', namePrefix='Ms.', firstName='Kasha', middleInitial='W', lastName='Rossman', gender='F', email='jama.pinson@aol.com', dob='7/18/1979', dateOfJoining='1/15/2005', salary='134512'}
EmployeeDTO{empId='401576', namePrefix='Ms.', firstName='Iola', middleInitial='U', lastName='Carranza', gender='F', email='iola.carranza@hotmail.com', dob='02/03/1988', dateOfJoining='12/05/2016', salary='142745'}
EmployeeDTO{empId='505192', namePrefix='Ms.', firstName='Simonne', middleInitial='F', lastName='Soares', gender='F', email='simonne.soares@bp.com', dob='10/02/1982', dateOfJoining='12/19/2011', salary='57011'}
EmployeeDTO{empId='795967', namePrefix='Dr.', firstName='Jess', middleInitial='W', lastName='Holifield', gender='X', email='jess.holifield@hotmail.com', dob='2/26/1975', dateOfJoining='05/10/2002', salary='142105'}
EmployeeDTO{empId='541976', namePrefix='Mr.', firstName='Kelley', middleInitial='FALSE', lastName='Greening', gender='M', email='kelley.greening@rediffmail.com', dob='2/26/1979', dateOfJoining='6/22/2001', salary='157705'}
EmployeeDTO{empId='254060', namePrefix='Mrs.', firstName='Lanell', middleInitial='X', lastName='Dunford', gender='F', email='lanell.dunford@gmail.com', dob='12/10/1970', dateOfJoining='9/22/2002', salary='164718'}
EmployeeDTO{empId='713117', namePrefix='Dr.', firstName='Freeman', middleInitial='J', lastName='Mcmichael', gender='X', email='freeman.mcmichael@gmail.com', dob='07/06/1981', dateOfJoining='11/15/2005', salary='48334'}
EmployeeDTO{empId='806331', namePrefix='Mr.', firstName='Vincenzo', middleInitial='FALSE', lastName='Whiteley', gender='M', email='vincenzo.whiteley@hotmail.com', dob='07/05/1992', dateOfJoining='12/04/2013', salary='58403'}
EmployeeDTO{empId='979547', namePrefix='Mr.', firstName='Kurt', middleInitial='M', lastName='Durante', gender='X', email='kurt.durante@walmart.com', dob='05/02/1985', dateOfJoining='03/05/2013', salary='101165'}
EmployeeDTO{empId='481713', namePrefix='Mr.', firstName='Deandre', middleInitial='L', lastName='Freeze', gender='M', email='deandre.freeze@gmail.com', dob='4/13/1964', dateOfJoining='8/22/1987', salary='-177512'}
EmployeeDTO{empId='449321', namePrefix='Mr.', firstName='Tommie', middleInitial='X', lastName='Tomblin', gender='M', email='tommie.tomblin@hotmail.com', dob='7/19/1963', dateOfJoining='9/20/2001', salary='145402'}
EmployeeDTO{empId='439490', namePrefix='Mrs.', firstName='Catrice', middleInitial='Y', lastName='Labrecque', gender='F', email='catrice.labrecque@yahoo.com', dob='7/28/1975', dateOfJoining='8/20/2011', salary='147041'}
EmployeeDTO{empId='631859', namePrefix='Ms.', firstName='Evelin', middleInitial='U', lastName='Mariscal', gender='F', email='evelin.mariscal@gmail.com', dob='2/17/1988', dateOfJoining='08/11/2014', salary='66950'}
EmployeeDTO{empId='961538', namePrefix='Prof.', firstName='Carol', middleInitial='D', lastName='Guest', gender='M', email='carol.guest@hotmail.com', dob='12/06/1966', dateOfJoining='06/12/2017', salary='158646'}
EmployeeDTO{empId='223906', namePrefix='Dr.', firstName='Kurt', middleInitial='C', lastName='Atwater', gender='X', email='kurt.atwater@aol.com', dob='11/25/1991', dateOfJoining='3/22/2016', salary='126624'}
EmployeeDTO{empId='315817', namePrefix='Mrs.', firstName='Suzanna', middleInitial='M', lastName='Mcfarlane', gender='F', email='suzanna.mcfarlane@yahoo.com', dob='7/25/1994', dateOfJoining='07/10/2016', salary='102387'}
EmployeeDTO{empId='169102', namePrefix='Ms.', firstName='Giuseppina', middleInitial='C', lastName='Farley', gender='X', email='giuseppina.farley@aol.com', dob='07/04/1959', dateOfJoining='9/24/2001', salary='160519'}
EmployeeDTO{empId='517298', namePrefix='Drs.', firstName='Cristine', middleInitial='H', lastName='Deanda', gender='X', email='cristine.deanda@yahoo.com', dob='06/11/1995', dateOfJoining='12/23/2016', salary='50616'}
EmployeeDTO{empId='992780', namePrefix='Mr.', firstName='Edward', middleInitial='D', lastName='Stcyr', gender='M', email='edward.stcyr@gmail.com', dob='5/15/1958', dateOfJoining='6/22/1997', salary='56173'}
EmployeeDTO{empId='992731', namePrefix='Mr.', firstName='Simon', middleInitial='V', lastName='Lantz', gender='M', email='simon.lantz@yahoo.co.uk', dob='11/25/1966', dateOfJoining='02/07/1990', salary='182425'}
EmployeeDTO{empId='232476', namePrefix='Mrs.', firstName='Aisha', middleInitial='A', lastName='Mcburney', gender='F', email='aisha.mcburney@comcast.net', dob='07/03/1985', dateOfJoining='1/28/2009', salary='80032'}
EmployeeDTO{empId='789173', namePrefix='Ms.', firstName='Elia', middleInitial='K', lastName='Marr', gender='X', email='elia.marr@gmail.com', dob='6/13/1989', dateOfJoining='3/19/2014', salary='101331'}
EmployeeDTO{empId='772917', namePrefix='Mrs.', firstName='Jalisa', middleInitial='K', lastName='Nilsson', gender='F', email='jalisa.nilsson@microsoft.com', dob='10/09/1994', dateOfJoining='2/26/2017', salary='49381'}
EmployeeDTO{empId='556707', namePrefix='Prof.', firstName='Randy', middleInitial='O', lastName='Foxworth', gender='M', email='randy.foxworth@gmail.com', dob='4/18/1967', dateOfJoining='09/02/1988', salary='71645'}
EmployeeDTO{empId='903465', namePrefix='Mrs.', firstName='Artie', middleInitial='X', lastName='Oxendine', gender='F', email='artie.oxendine@gmail.com', dob='04/10/1976', dateOfJoining='1/27/2011', salary='60194'}
EmployeeDTO{empId='483949', namePrefix='Mr.', firstName='Hollis', middleInitial='Y', lastName='Byars', gender='M', email='deloras.benavides@aol.com', dob='02/10/1969', dateOfJoining='1/14/2011', salary='63392'}
EmployeeDTO{empId='488035', namePrefix='Mr.', firstName='Loren', middleInitial='FALSE', lastName='Buxton', gender='M', email='loren.buxton@yahoo.com', dob='2/18/1966', dateOfJoining='09/08/2013', salary='117712'}
EmployeeDTO{empId='688950', namePrefix='Ms.', firstName='Ninfa', middleInitial='P', lastName='Eaddy', gender='F', email='ninfa.eaddy@hotmail.com', dob='8/17/1962', dateOfJoining='7/21/2006', salary='133408'}
EmployeeDTO{empId='314841', namePrefix='Ms.', firstName='Kymberly', middleInitial='Q', lastName='Marler', gender='F', email='kymberly.marler@ibm.com', dob='8/28/1969', dateOfJoining='06/03/2008', salary='-125170'}
EmployeeDTO{empId='504550', namePrefix='Hon.', firstName='Elliott', middleInitial='M', lastName='Welter', gender='X', email='elliott.welter@yahoo.com', dob='10/10/1974', dateOfJoining='02/12/2005', salary='84981'}
EmployeeDTO{empId='254060', namePrefix='Dr.', firstName='Sylvester', middleInitial='V', lastName='Hamill', gender='M', email='sylvester.hamill@aol.com', dob='07/06/1964', dateOfJoining='7/19/1989', salary='105460'}
EmployeeDTO{empId='631859', namePrefix='Hon.', firstName='Trudi', middleInitial='V', lastName='Aiken', gender='F', email='trudi.aiken@msn.com', dob='3/19/1990', dateOfJoining='10/16/2014', salary='176579'}
EmployeeDTO{empId='143158', namePrefix='Mr.', firstName='Ian', middleInitial='G', lastName='Freeze', gender='X', email='ian.freeze@gmail.com', dob='05/11/1986', dateOfJoining='04/06/2012', salary='58886'}
EmployeeDTO{empId='769595', namePrefix='Mr.', firstName='Peter', middleInitial='U', lastName='Jesse', gender='M', email='mose.nunley@yahoo.com', dob='9/14/1957', dateOfJoining='07/07/1994', salary='83315'}
EmployeeDTO{empId='989007', namePrefix='Mrs.', firstName='Hettie', middleInitial='S', lastName='Barksdale', gender='F', email='hettie.barksdale@yahoo.co.uk', dob='6/13/1970', dateOfJoining='07/03/2001', salary='115328'}
EmployeeDTO{empId='758783', namePrefix='Mr.', firstName='Tommy', middleInitial='U', lastName='Lockridge', gender='M', email='tommy.lockridge@gmail.com', dob='07/01/1968', dateOfJoining='11/15/1997', salary='138879'}
EmployeeDTO{empId='946799', namePrefix='Hon.', firstName='Charita', middleInitial='R', lastName='Hadlock', gender='F', email='charita.hadlock@gmail.com', dob='01/03/1968', dateOfJoining='06/01/1993', salary='182536'}
EmployeeDTO{empId='284157', namePrefix='Mrs.', firstName='Dan', middleInitial='S', lastName='Humbert', gender='X', email='dan.humbert@exxonmobil.com', dob='12/29/1987', dateOfJoining='01/01/2012', salary='84676'}
EmployeeDTO{empId='571027', namePrefix='Ms.', firstName='Maegan', middleInitial='H', lastName='Tyson', gender='F', email='maegan.tyson@hotmail.com', dob='01/09/1972', dateOfJoining='11/26/2012', salary='197202'}
EmployeeDTO{empId='524308', namePrefix='Mrs.', firstName='Yer', middleInitial='Y', lastName='Whitten', gender='X', email='yer.whitten@gmail.com', dob='10/04/1989', dateOfJoining='05/01/2012', salary='159583'}
EmployeeDTO{empId='254723', namePrefix='Mr.', firstName='Hai', middleInitial='I', lastName='Hogg', gender='X', email='hai.hogg@comcast.net', dob='11/16/1960', dateOfJoining='06/12/2000', salary='142533'}
EmployeeDTO{empId='115718', namePrefix='Mr.', firstName='Oliver', middleInitial='V', lastName='Morris', gender='M', email='oliver.morris@hotmail.com', dob='09/07/1977', dateOfJoining='11/18/2010', salary='64972'}
EmployeeDTO{empId='272630', namePrefix='Ms.', firstName='Shane', middleInitial='E', lastName='Bouie', gender='F', email='shane.bouie@aol.com', dob='3/14/1978', dateOfJoining='11/19/2002', salary='136107'}
EmployeeDTO{empId='242365', namePrefix='Mrs.', firstName='Leontine', middleInitial='Q', lastName='Marcus', gender='F', email='charita.hadlock@gmail.com', dob='9/27/1971', dateOfJoining='8/18/2001', salary='49858'}
EmployeeDTO{empId='401576', namePrefix='Ms.', firstName='Cythia', middleInitial='V', lastName='Rosenblatt', gender='F', email='cythia.rosenblatt@cox.net', dob='07/03/1991', dateOfJoining='10/25/2016', salary='92374'}
EmployeeDTO{empId='481509', namePrefix='Mr.', firstName='Garland', middleInitial='FALSE', lastName='Carter', gender='M', email='garland.carter@gmail.com', dob='1/25/1970', dateOfJoining='4/30/1994', salary='122573'}
EmployeeDTO{empId='567463', namePrefix='Ms.', firstName='Christel', middleInitial='W', lastName='Holston', gender='X', email='christel.holston@yahoo.ca', dob='7/29/1994', dateOfJoining='11/16/2016', salary='65339'}
EmployeeDTO{empId='281376', namePrefix='Hon.', firstName='Charlene', middleInitial='I', lastName='Fenton', gender='F', email='charlene.fenton@gmail.com', dob='6/23/1988', dateOfJoining='10/14/2013', salary='61675'}
EmployeeDTO{empId='177006', namePrefix='Dr.', firstName='Bud', middleInitial='E', lastName='Pardue', gender='M', email='bud.pardue@hotmail.com', dob='9/18/1961', dateOfJoining='3/23/2002', salary='119832'}
EmployeeDTO{empId='834739', namePrefix='Ms.', firstName='Dannielle', middleInitial='B', lastName='Allen', gender='F', email='forrest.jinks@yahoo.com', dob='11/28/1983', dateOfJoining='9/13/2007', salary='145139'}
EmployeeDTO{empId='540721', namePrefix='Mr.', firstName='Alejandro', middleInitial='P', lastName='Doyon', gender='X', email='alejandro.doyon@gmail.com', dob='5/13/1984', dateOfJoining='09/11/2013', salary='66785'}
EmployeeDTO{empId='668065', namePrefix='Mrs.', firstName='Deja', middleInitial='H', lastName='Niemeyer', gender='F', email='deja.niemeyer@gmail.com', dob='09/04/3000', dateOfJoining='06/05/2012', salary='130000'}
EmployeeDTO{empId='746267', namePrefix='Mrs.', firstName='Marilou', middleInitial='Z', lastName='Greenhaw', gender='F', email='chung.houghton@aol.com', dob='05/06/1985', dateOfJoining='8/19/2012', salary='105034'}
EmployeeDTO{empId='672612', namePrefix='Hon.', firstName='Glen', middleInitial='H', lastName='Wunderlich', gender='M', email='glen.wunderlich@gmail.com', dob='09/11/1968', dateOfJoining='1/22/2013', salary='-142743'}
EmployeeDTO{empId='729802', namePrefix='Prof.', firstName='Jae', middleInitial='A', lastName='Rau', gender='M', email='jae.rau@outlook.com', dob='12/13/1981', dateOfJoining='12/24/2012', salary='-193731'}
EmployeeDTO{empId='968722', namePrefix='Mr.', firstName='Freeman', middleInitial='H', lastName='Lower', gender='M', email='freeman.lower@aol.com', dob='2/19/1996', dateOfJoining='03/11/2017', salary='76823'}
EmployeeDTO{empId='443835', namePrefix='Ms.', firstName='Terresa', middleInitial='W', lastName='Forest', gender='F', email='terresa.forest@hotmail.com', dob='10/20/1987', dateOfJoining='09/11/2013', salary='162608'}
EmployeeDTO{empId='637227', namePrefix='Dr.', firstName='Oliver', middleInitial='V', lastName='Rockett', gender='M', email='oliver.rockett@comcast.net', dob='09/03/1963', dateOfJoining='9/24/2014', salary='53492'}
EmployeeDTO{empId='535207', namePrefix='Mrs.', firstName='Tabatha', middleInitial='C', lastName='Threadgill', gender='F', email='tabatha.threadgill@hotmail.com', dob='12/02/1992', dateOfJoining='8/16/2015', salary='64914'}
EmployeeDTO{empId='185069', namePrefix='Hon.', firstName='Leonila', middleInitial='G', lastName='Heflin', gender='F', email='leonila.heflin@charter.net', dob='03/01/1962', dateOfJoining='11/19/1999', salary='-121059'}
EmployeeDTO{empId='874818', namePrefix='Drs.', firstName='Nannie', middleInitial='J', lastName='Claiborne', gender='F', email='nannie.claiborne@yahoo.com', dob='1/28/1989', dateOfJoining='08/05/2016', salary='129120'}
EmployeeDTO{empId='695651', namePrefix='Mr.', firstName='Moses', middleInitial='B', lastName='Scheller', gender='M', email='moses.scheller@sbcglobal.net', dob='01/06/1967', dateOfJoining='2/14/2009', salary='111089'}
EmployeeDTO{empId='989007', namePrefix='Mr.', firstName='Carol', middleInitial='T', lastName='London', gender='M', email='carol.london@yahoo.com', dob='1/22/1964', dateOfJoining='12/07/1990', salary='64957'}
EmployeeDTO{empId='176890', namePrefix='Mr.', firstName='Cory', middleInitial='T', lastName='Settle', gender='X', email='cory.settle@yahoo.com', dob='07/04/1975', dateOfJoining='6/15/2005', salary='168015'}
EmployeeDTO{empId='297549', namePrefix='Drs.', firstName='Janella', middleInitial='I', lastName='Metz', gender='X', email='janella.metz@sbcglobal.net', dob='4/25/1964', dateOfJoining='09/07/2016', salary='171960'}
EmployeeDTO{empId='741457', namePrefix='Prof.', firstName='Shawn', middleInitial='L', lastName='Felts', gender='M', email='shawn.felts@gmail.com', dob='2/22/1960', dateOfJoining='08/05/1998', salary='131082'}
EmployeeDTO{empId='352995', namePrefix='Prof.', firstName='Foster', middleInitial='N', lastName='Reddy', gender='M', email='ninfa.eaddy@hotmail.com', dob='08/04/1985', dateOfJoining='6/26/2017', salary='55279'}
EmployeeDTO{empId='437622', namePrefix='Dr.', firstName='Marshall', middleInitial='U', lastName='Luckett', gender='M', email='marshall.luckett@hotmail.co.uk', dob='12/11/1974', dateOfJoining='10/02/2012', salary='138716'}
EmployeeDTO{empId='281376', namePrefix='Mr.', firstName='Cary', middleInitial='R', lastName='Murr', gender='M', email='cary.murr@hotmail.com', dob='01/04/1985', dateOfJoining='7/24/2017', salary='157975'}
EmployeeDTO{empId='437622', namePrefix='Ms.', firstName='Hassie', middleInitial='I', lastName='Tye', gender='F', email='hassie.tye@gmail.com', dob='7/20/1966', dateOfJoining='11/16/2003', salary='143159'}
EmployeeDTO{empId='273911', namePrefix='Hon.', firstName='Jamal', middleInitial='K', lastName='Fairchild', gender='M', email='jamal.fairchild@msn.com', dob='01/08/1993', dateOfJoining='10/19/2016', salary='132031'}
EmployeeDTO{empId='463317', namePrefix='Mr.', firstName='Hoyt', middleInitial='K', lastName='Denis', gender='X', email='hoyt.denis@aol.com', dob='9/25/1971', dateOfJoining='12/29/1999', salary='47930'}
EmployeeDTO{empId='535207', namePrefix='Ms.', firstName='Myrtie', middleInitial='J', lastName='Testerman', gender='F', email='myrtie.testerman@bellsouth.net', dob='12/30/1981', dateOfJoining='7/13/2013', salary='101955'}
EmployeeDTO{empId='439490', namePrefix='Ms.', firstName='Joshua', middleInitial='H', lastName='Pacheco', gender='F', email='joshua.pacheco@hotmail.com', dob='07/08/1980', dateOfJoining='10/27/2002', salary='133710'}
EmployeeDTO{empId='838465', namePrefix='Ms.', firstName='Jama', middleInitial='T', lastName='Pinson', gender='F', email='jama.pinson@aol.com', dob='04/12/1969', dateOfJoining='6/28/2004', salary='147040'}
EmployeeDTO{empId='467080', namePrefix='Drs.', firstName='Terrilyn', middleInitial='A', lastName='Mcmullen', gender='F', email='terrilyn.mcmullen@gmail.com', dob='1/21/1966', dateOfJoining='8/16/2005', salary='175513'}
EmployeeDTO{empId='816839', namePrefix='Dr.', firstName='Gerry', middleInitial='G', lastName='Doody', gender='M', email='gerry.doody@yahoo.ca', dob='3/16/1984', dateOfJoining='11/28/2010', salary='182630'}
